,datetime,code,price,quantity,info,value
194,2018-07-02 12:17:00,05Jul201826400CE,67.6,25,stoploss breached pnl: -1033.7500000000011,-1689.9999999999998
195,2018-07-02 12:17:00,05Jul201826400PE,314.1,25,stoploss breached pnl: -1033.7500000000011,-7852.500000000001
196,2018-07-03 09:15:00,05Jul201826200CE,148.2,-25,pnl: 0,3704.9999999999995
197,2018-07-03 09:15:00,05Jul201826200PE,142.0,-25,pnl: 0,3550.0
198,2018-07-03 15:15:00,05Jul201826200CE,160.0,25,End of Day reached pnl: 724.9999999999995,-4000.0
199,2018-07-03 15:15:00,05Jul201826200PE,101.2,25,End of day reached pnl: 724.9999999999995,-2530.0
200,2018-07-04 09:15:00,05Jul201826200CE,125.5,-25,pnl: 0,3137.5
201,2018-07-04 09:15:00,05Jul201826200PE,107.45,-25,pnl: 0,2686.25
202,2018-07-04 13:40:00,05Jul201826200CE,196.45,25,stoploss breached pnl: -38.75,-4911.25
203,2018-07-04 13:40:00,05Jul201826200PE,38.05,25,stoploss breached pnl: -38.75,-951.2499999999999
204,2018-07-05 09:15:00,05Jul201826500CE,39.0,-25,pnl: 0,975.0
205,2018-07-05 09:15:00,05Jul201826500PE,104.95,-25,pnl: 0,2623.75
206,2018-07-05 14:34:00,05Jul201826500CE,109.25,25,stoploss breached pnl: 708.75,-2731.25
207,2018-07-05 14:34:00,05Jul201826500PE,6.35,25,stoploss breached pnl: 708.75,-158.75
208,2018-07-06 09:15:00,12Jul201826400CE,199.0,-25,pnl: 0,4975.0
209,2018-07-06 09:15:00,12Jul201826400PE,142.0,-25,pnl: 0,3550.0
210,2018-07-06 15:15:00,12Jul201826400CE,220.4,25,End of Day reached pnl: 357.5,-5510.0
211,2018-07-06 15:15:00,12Jul201826400PE,106.3,25,End of day reached pnl: 357.5,-2657.5
212,2018-07-09 09:15:00,12Jul201826600CE,162.0,-25,pnl: 0,4050.0
213,2018-07-09 09:15:00,12Jul201826600PE,126.5,-25,pnl: 0,3162.5
214,2018-07-09 15:15:00,12Jul201826600CE,187.3,25,End of Day reached pnl: 603.75,-4682.5
